PPTID,Session1_Flanker_congruent_%correct,Session1_Flanker_neutral_%correct,Session1_Flanker_incongruent_%correct,Session1_Flanker_errorcost,Session1_Flanker_congruent_RT,Session1_Flanker_neutral_RT,Session1_Flanker_incongruent_RT,Session1_Flanker_RTcost,Session1_Stroop_congruent_%correct,Session1_Stroop_neutral_%correct,Session1_Stroop_incongruent_%correct,Session1_Stroop_errorcost,Session1_Stroop_congruent_RT,Session1_Stroop_neutral_RT,Session1_Stroop_incongruent_RT,Session1_Stroop_RTcost,Session1_GNG_gotrials_%correct,Session1_GNG_nogotrials_%correct,Session1_GNG_gotrials_RT,Session1_StopSignal_%Failedstop,Session1_StopSignal_MeanSSD,Session1_StopSignal_SSRTMEAN,Session1_StopSignal_GoRT,Session1_StopSignal_%correctGo,Session1_StopSignal_SSRTINTEGRATION,Session1_UPPS_NegativeUrgency,Session1_UPPS_Premeditation,Session1_UPPS_perseverance,Session1_UPPS_SensationSeeking,Session1_UPPS_PositiveUrgency,Session2_Flanker_congruent_%correct,Session2_Flanker_neutral_%correct,Session2_Flanker_incongruent_%correct,Session2_Flanker_errorcost,Session2_Flanker_congruent_RT,Session2_Flanker_neutral_RT,Session2_Flanker_incongruent_RT,Session2_Flanker_RTcost,Session2_Stroop_congruent_%correct,Session2_Stroop_neutral_%correct,Session2_Stroop_incongruent_%correct,Session2_Stroop_errorcost,Session2_Stroop_congruent_RT,Session2_Stroop_neutral_RT,Session2_Stroop_incongruent_RT,Session2_Stroop_RTcost,Session2_GNG_gotrials_%correct,Session2_GNG_nogotrials_%correct,Session2_GNG_gotrials_RT,Session2_StopSignal_%Failedstop,Session2_StopSignal_MeanSSD,Session2_StopSignal_SSRTMEAN,Session2_StopSignal_GoRT,Session2_StopSignal_%correctGo,Session2_StopSignal_SSRTINTEGRATION,Session2_UPPS_NegativeUrgency,Session2_UPPS_Premeditation,Session2_UPPS_perseverance,Session2_UPPS_SensationSeeking,Session2_UPPS_PositiveUrgency
11,94.167,93.750,91.250,2.917,404.748,394.983,438.024,33.276,99.16666667,97.5,93.33333333,5.833,617.6135072,637.2810742,780.0667323,162.453,100,84.66666667,419.0789812,50.34013605,176.8707483,251.6169475,417.1855422,96.65178571,239.1292517,3.25,1.272727273,1.6,3.166666667,1.642857143,97.08333333,92.91666667,90.83333333,6.25,440.3683865,442.6463294,463.3036307,22.93524423,97.5,96.66666667,97.5,0,621.4529969,648.4540793,741.6633585,120.2103616,73.77777778,56.66666667,459.3858078,67.56756757,102.027027,329.3063063,417.872449,90.82774049,353.972973,2.916666667,1.181818182,1.4,3.333333333,1.285714286
12,90.417,86.250,72.083,18.333,419.600,420.812,461.119,41.519,87.91666667,84.16666667,90,-2.083,596.5747095,628.4324142,636.0820168,39.507,99.55555556,88.66666667,397.5226694,49.66442953,218.1208054,252.9554278,459.9835294,99.10313901,233.885906,2.333333333,2.090909091,2.1,2.416666667,2.142857143,88.75,82.08333333,67.91666667,20.83333333,393.837313,389.2290781,431.4968472,37.65953425,82.91666667,76.25,80.83333333,2.083333333,532.4100059,537.2005446,550.7098834,18.29987758,99.33333333,78.66666667,405.3172635,52.34899329,162.0805369,265.0368446,417.748184,96.41255605,255.9194631,2.083333333,2.272727273,2.3,2.25,2
13,98.750,98.750,86.250,12.500,394.446,399.687,472.035,77.589,94.16666667,92.08333333,90,4.167,646.0808633,700.7847702,715.9443999,69.864,99.55555556,81.33333333,368.0544006,51.00671141,151.0067114,281.393774,423.9012987,89.01345291,267.9932886,2.166666667,2.181818182,2.3,2.416666667,1.857142857,98.33333333,98.33333333,86.66666667,11.66666667,396.2743829,395.3567722,457.0835352,60.80915232,90.41666667,85,84.58333333,5.833333333,570.0643028,644.0807517,668.8914822,98.82717932,99.33333333,90,383.872257,50.67567568,254.0540541,251.8030888,487.3573201,94.63087248,217.9256757,2.416666667,2,2.2,2.5,1.857142857
14,99.583,99.583,100.000,-0.417,545.571,528.495,625.521,79.950,98.33333333,98.33333333,96.66666667,1.667,667.3824839,684.9251275,773.4475253,106.065,98.22222222,93.33333333,469.5399835,49.33333333,471.6666667,202.0827533,672.7587822,95.95505618,184.46,2.583333333,2,2.1,3,2.357142857,99.16666667,97.5,95.83333333,3.333333333,435.8103996,435.1655138,495.532311,59.7219114,97.08333333,95.41666667,92.91666667,4.166666667,644.5324403,668.426397,768.0967909,123.5643505,98.88888889,88.66666667,475.8327609,50.67567568,290.2027027,252.6469393,524.7117794,92.17002237,220.7972973,2.25,2,2,2.833333333,2
15,99.167,97.917,90.417,8.750,457.643,420.043,502.323,44.680,94.58333333,94.58333333,90.83333333,3.750,560.95108,596.594562,678.6452973,117.694,99.77777778,83.33333333,406.3143504,49.66442953,257.0469799,236.4047055,486.5619048,97.30941704,225.4597315,3.166666667,1.272727273,1.1,3.583333333,1.928571429,96.66666667,96.66666667,90.41666667,6.25,412.7061312,418.6100256,462.1325174,49.42638617,92.5,92.91666667,85.41666667,7.083333333,540.8041291,562.1012042,590.2488568,49.44472775,98.66666667,70.66666667,404.2117369,50.33557047,212.0805369,268.2201465,455.534005,95.06726457,239.3926174,2.416666667,1.727272727,1.5,3.666666667,1.357142857
16,99.583,99.583,96.667,2.917,391.244,388.017,446.166,54.922,95.41666667,92.08333333,93.33333333,2.083,652.7466988,718.784736,772.2061991,119.460,99.11111111,85.33333333,351.107412,51.33333333,179,233.0361174,403.4871795,98.65168539,222,2.416666667,1.272727273,1.4,2.333333333,1.571428571,99.58333333,99.16666667,94.58333333,5,376.6172947,372.7762746,434.4272194,57.80992466,95.83333333,93.33333333,87.5,8.333333333,555.839806,612.0970178,721.3391204,165.4993144,99.77777778,80.66666667,338.0320382,50.33557047,166.442953,226.0783953,385.0817757,97.98206278,218.557047,2.083333333,1.090909091,1.2,2.416666667,2
17,99.583,97.500,95.833,3.750,490.326,478.361,536.192,45.866,97.5,96.66666667,96.66666667,0.833,641.9727736,691.249692,706.8695514,64.897,99.55555556,84,459.8188035,49.32432432,367.2297297,253.0753161,605.3043478,95.07829978,229.3243243,1.166666667,1.454545455,1.5,2.166666667,1.071428571,98.75,97.5,94.16666667,4.583333333,450.0226862,436.1378155,474.6194017,24.59671547,92.5,90,92.91666667,-0.416666667,591.8679752,613.5565923,654.2772068,62.40923159,100,87.33333333,432.2848177,48,377,199.97254,558.5783133,97.30337079,167.26,1.166666667,1.090909091,1.5,2.166666667,1.357142857
18,95.417,95.417,71.667,23.750,361.372,358.472,394.984,33.612,90,90,90,0.000,512.6792949,521.36709,537.1496438,24.470,95.55555556,40,400.8358663,100,53.3557047,276.8438469,335.8813131,89.23766816,587.6442953,2.166666667,1.909090909,1.3,3.333333333,2,80.83333333,79.16666667,65,15.83333333,353.4078898,352.8612505,359.0938445,5.685954688,87.91666667,83.75,83.33333333,4.583333333,536.2065492,559.5640003,553.2882208,17.08167165,80.44444444,27.33333333,742.6457181,66.44295302,114.4295302,305.338511,388.9507246,84.08071749,301.8691275,2,1.909090909,1.1,3.333333333,1.5
19,99.583,95.000,92.917,6.667,383.210,384.227,388.949,5.739,97.5,90.83333333,91.66666667,5.833,530.4390585,613.9121337,741.2811223,210.842,99.77777778,85.33333333,380.6706646,50,175.3378378,252.9843098,415.3672986,99.55257271,235.6621622,2.416666667,2,1.7,3.083333333,1.642857143,85.83333333,89.58333333,81.66666667,4.166666667,359.9209342,357.9203616,363.5739956,3.653061404,83.75,84.16666667,76.25,7.5,513.3066616,541.097667,608.5776356,95.27097404,99.77777778,78,376.6997891,52.02702703,143.5810811,247.5084044,374.0695444,98.21029083,232.4189189,2.666666667,2,1.8,3.083333333,1.642857143
20,99.583,98.750,97.083,2.500,484.641,469.016,517.566,32.925,97.5,94.16666667,92.08333333,5.417,595.8576273,624.1524707,665.1580268,69.300,98.88888889,92.66666667,531.7724174,50,228.3333333,271.0801498,493.3990826,99.7752809,254.6666667,2.583333333,2.363636364,2.5,2.916666667,2.428571429,98.33333333,97.91666667,95,3.333333333,466.4941645,452.7899266,490.3338168,23.83965238,96.25,91.25,91.25,5,601.6307408,649.6194061,679.0474113,77.41667048,96.66666667,80,563.2504469,49.33333333,246.3333333,246.6194757,483.2790698,99.3258427,226.7,2.916666667,2.363636364,2.5,2.916666667,3
21,95.833,93.750,90.000,5.833,391.173,382.051,399.452,8.278,99.16666667,97.91666667,97.08333333,2.083,614.0231563,624.7063796,715.7122155,101.689,99.55555556,78.66666667,426.3152206,48.32214765,417.7852349,212.2124177,632.1421801,94.61883408,197.5671141,3,2.363636364,1.6,3.75,2.642857143,93.33333333,94.58333333,82.08333333,11.25,384.5050989,375.440297,409.6224041,25.11730519,93.75,91.25,93.33333333,0.416666667,544.8769795,552.1303256,604.3219892,59.44500963,99.55555556,83.33333333,418.4153179,46.97986577,500,206.5363636,699.3778802,98.65470852,180.2114094,2.583333333,2.363636364,1.8,3.666666667,2.5
22,99.167,99.583,83.333,15.833,384.790,381.232,456.765,71.975,95,92.5,87.08333333,7.917,548.909715,585.9090354,628.8712147,79.961,99.77777778,85.33333333,384.3420477,50.34013605,180.6122449,261.7234194,432.1421446,91.96428571,240.3877551,2.333333333,2.363636364,2.1,3.25,2.214285714,96.66666667,97.91666667,87.91666667,8.75,369.5343804,364.5657664,401.5116998,31.97731938,92.91666667,95,92.08333333,0.833333333,556.6513295,569.4010376,622.6225556,65.97122608,100,88,394.3780295,51.33333333,178.6666667,241.676259,409.4516129,86.51685393,229.3333333,2.583333333,2,2.1,3,2.357142857
23,99.583,99.167,88.750,10.833,418.802,425.432,496.409,77.607,96.25,94.16666667,96.25,0.000,671.3010306,700.8658492,726.757498,55.456,99.33333333,65.33333333,422.2943022,52.73972603,141.4383562,312.7996301,420.8560606,94.65478842,285.5342466,2.5,1.636363636,1.7,3.416666667,1.428571429,99.58333333,97.5,75,24.58333333,400.663891,397.2557116,490.7071862,90.04329519,96.25,95.41666667,94.58333333,1.666666667,620.4711773,674.7274969,663.7252547,43.25407739,96,54.66666667,433.2715411,50.66666667,181,258.5950226,423.9141791,61.79775281,241,2.166666667,2.090909091,1.6,3.25,1.285714286
24,99.167,98.333,83.750,15.417,430.946,432.557,569.336,138.390,98.33333333,96.66666667,95.41666667,2.917,589.1473317,608.3062796,702.7274118,113.580,100,80,426.2817058,47.2972973,556.4189189,222.3492629,777.5802752,97.53914989,207.5810811,2,2.363636364,2.8,3.25,1.285714286,76.66666667,70,61.66666667,15,364.6933569,376.3836109,436.8003639,72.10700705,79.58333333,77.08333333,77.5,2.083333333,552.9304871,636.3881972,659.232655,106.3021679,92.88888889,62.66666667,455.0413579,51.35135135,243.5810811,272.6333828,499.4046243,82.10290828,238.4189189,1.583333333,2.545454545,3.1,3.333333333,1.642857143
25,60.833,63.750,51.667,9.167,297.586,299.832,345.791,48.205,91.25,87.08333333,82.91666667,8.333,524.2573799,553.0635213,566.7859084,42.529,100,66.66666667,351.5222948,76.35135135,81.41891892,223.7997543,332.6932271,68.45637584,308.5810811,2.666666667,1.727272727,1.9,3.416666667,2.857142857,62.08333333,62.08333333,53.33333333,8.75,314.2882553,310.7817133,327.551531,13.26327576,64.16666667,62.5,57.91666667,6.25,478.2601302,480.0946875,519.3991337,41.13900357,89.77777778,34.66666667,257.5149662,78.52348993,78.18791946,197.6314523,296.9769585,56.27802691,269.2718121,2.833333333,1.727272727,2.1,3.083333333,2.785714286
26,98.750,98.333,90.833,7.917,374.766,371.165,399.724,24.958,96.66666667,96.25,94.16666667,2.500,489.6288651,504.680155,572.319479,82.691,100,92.66666667,357.1967263,52.02702703,122.6351351,249.7653123,361.7962085,99.55257271,241.3648649,2.166666667,2.090909091,1.9,3.5,3.571428571,100,99.58333333,92.5,7.5,373.68653,373.9627823,388.6605197,14.97398972,97.08333333,97.08333333,92.08333333,5,486.1075021,503.7794048,553.5859383,67.47843617,100,88,358.2150342,52,114.3333333,245.2441948,354.9483568,98.65168539,240.6666667,2.166666667,2.090909091,2,3.916666667,3.571428571
27,95.000,95.417,84.583,10.417,410.852,408.257,435.388,24.535,97.08333333,97.08333333,93.33333333,3.750,589.9829235,553.4563597,783.2345708,193.252,100,92,426.3911405,56.37583893,190.2684564,371.925092,531.0884718,89.46188341,355.4261745,1.666666667,1.727272727,1.7,3,1.714285714,97.5,93.75,91.25,6.25,406.8132044,395.3610856,446.3680872,39.55488273,95.41666667,95.41666667,92.08333333,3.333333333,597.0777872,571.5412849,683.4897275,86.41194034,99.33333333,87.33333333,438.4961493,50.66666667,197.3333333,280.0729872,448.7252475,97.97752809,255.6666667,2.333333333,1.818181818,1.8,3,2
29,87.917,86.250,80.833,7.083,407.813,418.261,432.572,24.759,84.16666667,84.16666667,87.5,-3.333,584.7261469,612.9242172,633.2668944,48.541,98.44444444,50.66666667,431.0368468,58.66666667,156,320.1392694,455.2872063,90.78651685,315.46,2.583333333,2.090909091,1.9,2.833333333,2.357142857,71.66666667,69.16666667,69.58333333,2.083333333,350.4118162,338.6140731,352.9274902,2.515673942,86.25,84.16666667,89.58333333,-3.333333333,602.4766707,615.6885013,631.5482455,29.07157483,99.33333333,33.33333333,403.1473817,55.40540541,157.4324324,244.3975452,403.2109375,87.47203579,246.5675676,2.416666667,2.181818182,2.2,2.583333333,2.285714286
30,79.167,80.417,65.000,14.167,339.715,328.618,346.520,6.805,87.5,85.83333333,81.25,6.250,559.5814936,609.4944176,647.8947314,88.313,99.55555556,78.66666667,385.6973383,54.36241611,121.1409396,259.8388357,376.3291771,92.60089686,262.2718121,2.333333333,2.909090909,1.3,3.833333333,2.714285714,88.75,90,74.58333333,14.16666667,357.8965215,350.4230029,365.2719477,7.37542622,87.91666667,85.83333333,81.66666667,6.25,601.549158,603.3089992,637.3939291,35.84477101,100,80,386.6022584,51.00671141,171.4765101,246.5864113,411.9436275,94.39461883,239.0033557,2,3.181818182,2,3.75,2.571428571
31,91.667,92.500,74.583,17.083,414.990,408.275,482.151,67.161,99.16666667,93.75,93.75,5.417,582.9905024,630.5325442,746.8229006,163.832,98.66666667,48.66666667,348.765053,51.35135135,159.7972973,288.7206399,439.6491647,97.31543624,273.7297297,2.416666667,2.454545455,2.4,3.416666667,1.928571429,92.91666667,95,80,12.91666667,406.3421632,414.7253885,480.6094348,74.26727157,85.41666667,84.16666667,77.91666667,7.5,581.1001005,628.7618372,717.5951527,136.4950522,98.44444444,54.66666667,392.0242191,53.06122449,274.4897959,233.8487691,515.9614396,90.84821429,211.6632653,2.166666667,2.454545455,2.4,3.666666667,2.071428571
32,90.000,92.917,90.000,0.000,508.784,497.826,575.217,66.433,87.5,87.91666667,88.75,-1.250,702.1287433,708.5525118,733.4630915,31.334,83.77777778,83.33333333,559.3829217,48.99328859,472.4832215,206.7993338,684.378866,86.9955157,196.8355705,3.666666667,2.181818182,3.3,3.333333333,3.928571429,65,69.58333333,61.25,3.75,490.1221621,429.6980574,464.9094074,-25.21275474,81.25,78.33333333,79.16666667,2.083333333,731.3408373,750.6973702,732.4931096,1.15227237,73.77777778,49.33333333,626.3212193,47.2972973,529.7297297,138.6166755,645.0434783,15.43624161,143.7297297,2.416666667,2.818181818,2.6,3.333333333,2.571428571
33,99.583,98.750,97.500,2.083,451.272,439.529,480.902,29.630,93.75,95.83333333,93.33333333,0.417,580.1730281,573.5340354,619.7152616,39.542,98.22222222,69.33333333,461.2996965,50,334.1216216,219.3059802,544.3146853,98.43400447,206.8783784,2.416666667,2.090909091,1.6,2.916666667,2.285714286,98.75,94.16666667,95.41666667,3.333333333,431.2129495,428.9311828,455.1763695,23.96341998,88.75,88.33333333,86.25,2.5,539.8218221,576.4243177,560.949777,21.12795483,96.44444444,70.66666667,511.5019433,49.66442953,302.6845638,236.5112888,512.5470738,94.17040359,206.3154362,2.916666667,2.090909091,2,3.166666667,2.928571429
34,52.500,51.667,51.250,1.250,228.294,241.821,193.793,-34.501,25.41666667,25,27.91666667,-2.500,350.1320121,334.4196703,259.5845482,-90.547,66.88888889,53.33333333,400.8048846,86.48648649,66.89189189,272.48026,365.0456853,50.78299776,478.2297297,3.5,1.090909091,1.6,4,3.285714286,57.5,57.5,57.91666667,-0.416666667,278.7495764,281.8315725,331.9010202,53.15144378,25.41666667,28.33333333,25.83333333,-0.416666667,270.3528728,321.0760381,279.6866265,9.333753756,64.66666667,64,510.5546298,50,974.3150685,-429.8569012,517.1163793,54.78841871,-465.3150685,2.083333333,3.181818182,3,1.833333333,2.285714286
35,97.917,95.833,96.250,1.667,448.884,442.205,463.586,14.702,96.66666667,93.33333333,92.5,4.167,681.1708924,757.5197818,858.4751327,177.304,100,92,446.292865,50.33557047,290.2684564,238.2898396,515.5630841,99.55156951,220.7281879,2.333333333,2,1.6,3.416666667,2.071428571,97.08333333,94.16666667,93.75,3.333333333,429.4589499,422.906509,451.3938378,21.93488786,95.83333333,92.91666667,92.91666667,2.916666667,591.4387577,643.182668,735.977137,144.5383793,99.77777778,80.66666667,411.357647,49.32432432,246.9594595,258.622196,489.8477752,98.88143177,234.0405405,3.166666667,2.181818182,2.2,3.166666667,2.071428571
36,98.333,97.083,96.250,2.083,490.009,457.364,536.924,46.915,95.83333333,95,91.66666667,4.167,570.7250139,596.4125445,664.0263348,93.301,99.55555556,80,380.4457938,47.65100671,459.0604027,241.4928853,696.0531178,97.98206278,209.9395973,3.416666667,3.363636364,2.3,3.583333333,3.571428571,97.91666667,97.5,95.41666667,2.5,488.7124404,458.9986053,511.0738455,22.36140512,93.75,92.5,94.58333333,-0.833333333,538.2513866,544.0868133,564.3038052,26.05241857,96,74,438.7855309,48.64864865,444.2567568,219.2454955,655.6589862,98.43400447,198.2432432,3.666666667,3.727272727,2,3.583333333,3.785714286
37,97.917,95.000,95.833,2.083,430.696,429.285,465.856,35.160,97.5,94.58333333,94.16666667,3.333,657.8575913,778.389553,791.4254779,133.568,99.11111111,83.33333333,458.4979628,55.03355705,117.7852349,282.2215067,393.2322738,94.84304933,279.614094,2.75,1.818181818,1.7,3.416666667,2.428571429,93.75,95.41666667,87.08333333,6.666666667,385.5857569,378.9485662,408.903823,23.31806616,89.58333333,92.5,87.08333333,2.5,633.0983481,662.8895742,760.8364696,127.7381214,98.66666667,78,411.0983121,54.05405405,115.8783784,248.2471822,359.6945813,93.2885906,248.1216216,2.583333333,2.090909091,2,3.666666667,2.142857143
38,90.417,90.000,68.750,21.667,381.812,380.326,426.340,44.528,91.66666667,86.25,87.5,4.167,595.4146723,637.1284492,673.2128633,77.798,97.33333333,72.66666667,531.925743,33.78378378,1290.878378,-568.0103581,749.8415301,42.05816555,-732.8783784,2.25,1,1.5,1.916666667,1.071428571,57.5,56.66666667,56.25,1.25,531.8316686,399.1831393,477.1098813,-54.72178727,66.25,63.75,65,1.25,726.6965024,682.8393509,768.4204833,41.72398096,64,70,623.6031457,42.56756757,603.7162162,76.01136999,689.6236162,60.62639821,2.067567568,2.916666667,1.363636364,1.2,2.25,1
39,80.833,82.500,59.167,21.667,364.603,369.046,382.441,17.838,87.91666667,82.91666667,81.25,6.667,561.2250552,577.0479464,623.5000747,62.275,97.55555556,53.33333333,425.6773008,52.02702703,223.6486486,271.9432796,481.3365617,95.97315436,254.3513514,3.25,2.727272727,2.5,4,3.071428571,83.75,77.08333333,58.33333333,25.41666667,357.8763183,360.7915266,367.486341,9.610022702,90,88.33333333,84.58333333,5.416666667,509.972821,517.5525096,545.4115885,35.43876756,98,56.66666667,425.7244747,60.13513514,164.1891892,376.3624332,509.1090909,66.89038031,361.1689189,3.75,3.181818182,3,4,4
